,Subject Age,R,DeltaR,Age
0,"(5, 10]",2.618,2.499,8.000
1,"(10, 15]",0.796,0.310,13.000
2,"(15, 20]",1.274,0.253,18.000
3,"(20, 25]",1.311,0.319,23.000
4,"(25, 30]",1.026,0.346,28.000
5,"(30, 35]",0.714,0.397,33.000
6,"(35, 40]",2.874,1.594,38.000
7,"(40, 45]",0.977,0.453,43.000
8,"(45, 50]",0.506,0.252,48.000
9,"(50, 55]",0.993,0.461,53.000
10,"(55, 60]",0.882,0.414,58.000
11,"(60, 65]",1.243,0.615,63.000
12,"(65, 70]",1.228,0.758,68.000
13,"(70, 75]",0.649,0.318,73.000
14,"(75, 80]",0.634,0.272,78.000
15,"(80, 85]",1.187,0.489,83.000
16,"(85, 90]",0.594,0.385,88.000
17,"(90, 95]",1.286,1.159,93.000
