,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.374,0.250,19.000
1,"(22, 27]",1.837,0.592,25.000
2,"(27, 32]",0.737,0.286,30.000
3,"(32, 37]",0.865,0.551,35.000
4,"(37, 42]",1.730,0.716,40.000
5,"(42, 47]",0.878,0.393,45.000
6,"(47, 52]",1.077,0.492,50.000
7,"(52, 57]",0.654,0.295,55.000
8,"(57, 62]",0.895,0.398,60.000
9,"(62, 67]",0.395,0.186,65.000
10,"(67, 72]",0.508,0.230,70.000
11,"(72, 77]",1.048,0.400,75.000
12,"(77, 82]",0.584,0.230,80.000
13,"(82, 87]",0.703,0.332,85.000
14,"(87, 92]",1.813,1.436,90.000
