,Subject Age,R,DeltaR,Age
0,"(15, 22]",2.005,0.754,19.000
1,"(22, 27]",0.865,0.496,25.000
2,"(27, 32]",2.846,3.142,30.000
3,"(32, 37]",1.000,2.001,35.000
4,"(37, 42]",1.000,1.733,40.000
5,"(42, 47]",1.500,1.622,45.000
6,"(47, 52]",0.585,0.474,50.000
7,"(52, 57]",1.538,1.697,55.000
8,"(57, 62]",1.271,1.079,60.000
9,"(62, 67]",0.474,0.335,65.000
10,"(67, 72]",0.929,0.517,70.000
11,"(72, 77]",0.965,0.623,75.000
12,"(77, 82]",1.156,0.676,80.000
13,"(82, 87]",1.286,1.366,85.000
14,"(87, 92]",2.500,3.262,90.000
