,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.499,0.424,3.000
1,"(5, 10]",2.491,2.104,8.000
2,"(10, 15]",1.223,0.461,13.000
3,"(15, 20]",1.182,0.207,18.000
4,"(20, 25]",1.379,0.305,23.000
5,"(25, 30]",1.237,0.375,28.000
6,"(30, 35]",1.932,0.671,33.000
7,"(35, 40]",1.260,0.508,38.000
8,"(40, 45]",1.372,0.541,43.000
9,"(45, 50]",2.030,1.118,48.000
10,"(50, 55]",0.923,0.606,53.000
11,"(55, 60]",2.000,1.776,58.000
12,"(60, 65]",1.000,0.944,63.000
13,"(65, 70]",2.292,2.225,68.000
14,"(70, 75]",2.083,2.069,73.000
15,"(80, 85]",1.014,0.846,83.000
