,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.207,0.254,19.000
1,"(22, 27]",1.256,0.414,25.000
2,"(27, 32]",1.407,0.465,30.000
3,"(32, 37]",1.247,0.376,35.000
4,"(37, 42]",1.581,0.501,40.000
5,"(42, 47]",1.011,0.291,45.000
6,"(47, 52]",0.665,0.191,50.000
7,"(52, 57]",0.804,0.218,55.000
8,"(57, 62]",0.852,0.244,60.000
9,"(62, 67]",0.603,0.186,65.000
10,"(67, 72]",1.129,0.414,70.000
11,"(72, 77]",0.490,0.201,75.000
12,"(77, 82]",0.838,0.424,80.000
13,"(82, 87]",0.821,0.491,85.000
14,"(87, 92]",1.154,1.235,90.000
