,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.033,0.177,19.000
1,"(22, 27]",1.072,0.272,25.000
2,"(27, 32]",1.215,0.460,30.000
3,"(32, 37]",1.471,0.578,35.000
4,"(37, 42]",1.525,0.557,40.000
5,"(42, 47]",0.926,0.351,45.000
6,"(47, 52]",0.812,0.285,50.000
7,"(52, 57]",0.539,0.227,55.000
8,"(57, 62]",1.133,0.448,60.000
9,"(62, 67]",0.829,0.325,65.000
10,"(67, 72]",0.817,0.258,70.000
11,"(72, 77]",0.592,0.195,75.000
12,"(77, 82]",0.675,0.243,80.000
13,"(82, 87]",1.093,0.442,85.000
14,"(87, 92]",1.301,1.046,90.000
