,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.372,0.245,19.000
1,"(22, 27]",1.184,0.339,25.000
2,"(27, 32]",0.908,0.317,30.000
3,"(32, 37]",1.324,0.695,35.000
4,"(37, 42]",1.382,0.688,40.000
5,"(42, 47]",1.310,0.533,45.000
6,"(47, 52]",1.982,0.899,50.000
7,"(52, 57]",0.582,0.353,55.000
8,"(57, 62]",0.592,0.274,60.000
9,"(62, 67]",0.621,0.305,65.000
10,"(67, 72]",0.762,0.303,70.000
11,"(72, 77]",0.814,0.312,75.000
12,"(77, 82]",0.415,0.186,80.000
13,"(82, 87]",0.436,0.256,85.000
14,"(87, 92]",0.571,0.731,90.000
15,"(92, 97]",0.750,1.146,95.000
