,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.147,0.232,19.000
1,"(22, 27]",1.650,0.554,25.000
2,"(27, 32]",1.435,0.544,30.000
3,"(32, 37]",1.817,0.757,35.000
4,"(37, 42]",0.815,0.334,40.000
5,"(42, 47]",1.430,0.659,45.000
6,"(47, 52]",1.390,0.659,50.000
7,"(52, 57]",0.773,0.350,55.000
8,"(57, 62]",0.766,0.352,60.000
9,"(62, 67]",0.427,0.224,65.000
10,"(67, 72]",0.626,0.213,70.000
11,"(72, 77]",0.750,0.221,75.000
12,"(77, 82]",1.261,0.439,80.000
13,"(82, 87]",1.755,0.901,85.000
14,"(87, 92]",0.944,0.998,90.000
