,Subject Age,R,DeltaR,Age
0,"(5, 10]",0.372,0.332,8.000
1,"(10, 15]",0.780,0.355,13.000
2,"(15, 20]",1.211,0.235,18.000
3,"(20, 25]",1.166,0.276,23.000
4,"(25, 30]",1.068,0.379,28.000
5,"(30, 35]",1.058,0.394,33.000
6,"(35, 40]",1.936,0.863,38.000
7,"(40, 45]",0.610,0.375,43.000
8,"(45, 50]",0.595,0.321,48.000
9,"(50, 55]",0.872,0.358,53.000
10,"(55, 60]",0.986,0.438,58.000
11,"(60, 65]",1.515,0.944,63.000
12,"(65, 70]",0.722,0.396,68.000
13,"(70, 75]",1.539,0.773,73.000
14,"(75, 80]",0.999,0.414,78.000
15,"(80, 85]",0.696,0.324,83.000
16,"(85, 90]",0.905,0.517,88.000
17,"(90, 95]",0.833,1.108,93.000
