,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.413,0.354,3.000
1,"(5, 10]",0.808,0.471,8.000
2,"(10, 15]",0.885,0.340,13.000
3,"(15, 20]",1.449,0.313,18.000
4,"(20, 25]",1.515,0.385,23.000
5,"(25, 30]",1.025,0.369,28.000
6,"(30, 35]",1.053,0.451,33.000
7,"(35, 40]",1.149,0.553,38.000
8,"(40, 45]",0.896,0.407,43.000
9,"(45, 50]",1.306,0.721,48.000
10,"(50, 55]",1.480,0.857,53.000
11,"(55, 60]",2.306,1.556,58.000
12,"(60, 65]",0.551,0.426,63.000
13,"(65, 70]",1.539,0.706,68.000
14,"(70, 75]",1.104,0.536,73.000
15,"(75, 80]",1.049,0.432,78.000
16,"(80, 85]",1.751,0.825,83.000
17,"(85, 90]",1.333,1.021,88.000
18,"(90, 95]",1.333,2.020,93.000
