,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.740,0.479,3.000
1,"(5, 10]",0.498,0.223,8.000
2,"(10, 15]",1.421,0.459,13.000
3,"(15, 20]",1.296,0.217,18.000
4,"(20, 25]",1.700,0.362,23.000
5,"(25, 30]",1.340,0.391,28.000
6,"(30, 35]",0.951,0.323,33.000
7,"(35, 40]",1.299,0.482,38.000
8,"(40, 45]",1.237,0.502,43.000
9,"(45, 50]",1.487,0.763,48.000
10,"(50, 55]",2.312,0.919,53.000
11,"(55, 60]",1.493,0.681,58.000
12,"(60, 65]",1.409,0.674,63.000
13,"(65, 70]",0.978,0.424,68.000
14,"(70, 75]",1.074,0.377,73.000
15,"(75, 80]",1.093,0.363,78.000
16,"(80, 85]",0.822,0.324,83.000
17,"(85, 90]",1.505,0.948,88.000
18,"(90, 95]",1.048,1.083,93.000
