,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.598,0.213,3.000
1,"(5, 10]",1.194,0.415,8.000
2,"(10, 15]",1.277,0.293,13.000
3,"(15, 20]",1.301,0.148,18.000
4,"(20, 25]",1.170,0.151,23.000
5,"(25, 30]",1.431,0.229,28.000
6,"(30, 35]",1.358,0.267,33.000
7,"(35, 40]",1.051,0.257,38.000
8,"(40, 45]",1.295,0.362,43.000
9,"(45, 50]",1.406,0.489,48.000
10,"(50, 55]",1.366,0.530,53.000
11,"(55, 60]",1.187,0.498,58.000
12,"(60, 65]",1.418,0.528,63.000
13,"(65, 70]",0.689,0.244,68.000
14,"(70, 75]",1.054,0.374,73.000
15,"(75, 80]",0.657,0.321,78.000
16,"(80, 85]",1.359,0.645,83.000
17,"(85, 90]",0.357,0.437,88.000
