,Subject Age,R,DeltaR,Age
0,"(5, 10]",0.500,0.936,8.000
1,"(10, 15]",0.625,0.483,13.000
2,"(15, 20]",1.068,0.322,18.000
3,"(20, 25]",0.994,0.351,23.000
4,"(25, 30]",0.920,0.413,28.000
5,"(30, 35]",0.546,0.305,33.000
6,"(35, 40]",0.600,0.611,38.000
7,"(40, 45]",0.699,0.480,43.000
8,"(45, 50]",2.212,2.181,48.000
9,"(50, 55]",1.771,1.073,53.000
10,"(55, 60]",1.633,1.127,58.000
11,"(60, 65]",0.856,0.518,63.000
12,"(65, 70]",1.841,1.261,68.000
13,"(70, 75]",1.750,1.536,73.000
14,"(75, 80]",0.542,0.299,78.000
15,"(80, 85]",1.404,0.700,83.000
16,"(85, 90]",1.491,1.064,88.000
17,"(90, 95]",1.500,2.209,93.000
