,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.500,0.596,3.000
1,"(5, 10]",1.443,1.486,8.000
2,"(10, 15]",0.657,0.280,13.000
3,"(15, 20]",1.510,0.451,18.000
4,"(20, 25]",0.691,0.267,23.000
5,"(25, 30]",2.955,1.642,28.000
6,"(30, 35]",2.458,1.815,33.000
7,"(35, 40]",2.135,1.254,38.000
8,"(40, 45]",1.774,1.912,43.000
9,"(45, 50]",2.000,2.451,48.000
10,"(50, 55]",3.196,3.791,53.000
11,"(55, 60]",3.810,3.270,58.000
12,"(60, 65]",1.027,0.703,63.000
13,"(65, 70]",1.393,0.778,68.000
14,"(70, 75]",1.045,0.856,73.000
15,"(75, 80]",1.166,0.573,78.000
16,"(80, 85]",0.286,0.223,83.000
17,"(85, 90]",3.250,3.244,88.000
