,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.326,0.341,3.000
1,"(10, 15]",1.261,0.663,13.000
2,"(15, 20]",1.139,0.245,18.000
3,"(20, 25]",1.825,0.472,23.000
4,"(25, 30]",1.358,0.484,28.000
5,"(30, 35]",1.180,0.488,33.000
6,"(35, 40]",0.856,0.468,38.000
7,"(40, 45]",0.825,0.567,43.000
8,"(45, 50]",0.896,0.546,48.000
9,"(50, 55]",0.570,0.556,53.000
10,"(55, 60]",0.500,0.677,58.000
11,"(60, 65]",2.380,2.845,63.000
12,"(65, 70]",1.000,1.733,68.000
13,"(70, 75]",0.616,0.515,73.000
14,"(75, 80]",1.200,1.774,78.000
15,"(80, 85]",5.000,6.836,83.000
