,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.685,0.655,3.000
1,"(5, 10]",5.704,4.196,8.000
2,"(10, 15]",1.042,0.305,13.000
3,"(15, 20]",1.375,0.249,18.000
4,"(20, 25]",1.330,0.288,23.000
5,"(25, 30]",1.229,0.384,28.000
6,"(30, 35]",1.415,0.542,33.000
7,"(35, 40]",1.343,0.500,38.000
8,"(40, 45]",2.128,0.798,43.000
9,"(45, 50]",0.974,0.387,48.000
10,"(50, 55]",0.969,0.437,53.000
11,"(55, 60]",1.536,0.870,58.000
12,"(60, 65]",0.613,0.344,63.000
13,"(65, 70]",0.794,0.390,68.000
14,"(70, 75]",0.753,0.327,73.000
15,"(75, 80]",0.990,0.404,78.000
16,"(80, 85]",0.898,0.361,83.000
17,"(85, 90]",1.191,0.615,88.000
18,"(90, 95]",1.125,1.536,93.000
