,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.905,0.950,3.000
1,"(5, 10]",5.333,7.226,8.000
2,"(10, 15]",0.760,0.309,13.000
3,"(15, 20]",1.459,0.379,18.000
4,"(20, 25]",1.356,0.398,23.000
5,"(25, 30]",1.043,0.465,28.000
6,"(30, 35]",2.441,1.441,33.000
7,"(35, 40]",1.463,0.794,38.000
8,"(40, 45]",2.637,1.294,43.000
9,"(45, 50]",0.879,0.473,48.000
10,"(50, 55]",0.453,0.344,53.000
11,"(55, 60]",1.066,0.848,58.000
12,"(60, 65]",0.525,0.370,63.000
13,"(65, 70]",0.702,0.497,68.000
14,"(70, 75]",0.490,0.269,73.000
15,"(75, 80]",0.732,0.444,78.000
16,"(80, 85]",1.041,0.498,83.000
17,"(85, 90]",0.899,0.591,88.000
18,"(90, 95]",1.000,1.415,93.000
