,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.378,0.659,3.000
1,"(5, 10]",1.105,0.531,8.000
2,"(10, 15]",1.332,0.419,13.000
3,"(15, 20]",1.551,0.294,18.000
4,"(20, 25]",1.497,0.331,23.000
5,"(25, 30]",1.446,0.457,28.000
6,"(30, 35]",1.391,0.519,33.000
7,"(35, 40]",1.283,0.468,38.000
8,"(40, 45]",1.394,0.682,43.000
9,"(45, 50]",1.019,0.412,48.000
10,"(50, 55]",0.916,0.445,53.000
11,"(55, 60]",2.200,1.018,58.000
12,"(60, 65]",1.859,1.137,63.000
13,"(65, 70]",0.833,0.379,68.000
14,"(70, 75]",1.120,0.438,73.000
15,"(75, 80]",0.815,0.318,78.000
16,"(80, 85]",1.418,0.607,83.000
17,"(85, 90]",1.456,0.820,88.000
18,"(90, 95]",4.500,4.749,93.000
