,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.200,1.712,3.000
1,"(5, 10]",0.298,0.286,8.000
2,"(10, 15]",1.106,0.381,13.000
3,"(15, 20]",1.193,0.222,18.000
4,"(20, 25]",1.564,0.389,23.000
5,"(25, 30]",1.086,0.335,28.000
6,"(30, 35]",0.821,0.332,33.000
7,"(35, 40]",0.967,0.462,38.000
8,"(40, 45]",1.129,0.456,43.000
9,"(45, 50]",1.232,0.567,48.000
10,"(50, 55]",2.289,1.575,53.000
11,"(55, 60]",1.565,1.259,58.000
12,"(60, 65]",0.841,0.504,63.000
13,"(65, 70]",1.091,0.768,68.000
14,"(70, 75]",0.378,0.239,73.000
15,"(75, 80]",1.379,0.565,78.000
16,"(80, 85]",0.847,0.396,83.000
17,"(85, 90]",1.709,1.324,88.000
18,"(90, 95]",0.667,0.840,93.000
