,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.272,0.220,19.000
1,"(22, 27]",1.054,0.312,25.000
2,"(27, 32]",1.307,0.551,30.000
3,"(32, 37]",0.940,0.507,35.000
4,"(37, 42]",0.660,0.398,40.000
5,"(42, 47]",0.899,0.446,45.000
6,"(47, 52]",0.773,0.357,50.000
7,"(52, 57]",1.388,0.536,55.000
8,"(57, 62]",0.672,0.333,60.000
9,"(62, 67]",0.846,0.382,65.000
10,"(67, 72]",0.551,0.281,70.000
11,"(72, 77]",0.910,0.341,75.000
12,"(77, 82]",0.580,0.215,80.000
13,"(82, 87]",0.879,0.414,85.000
14,"(87, 92]",0.570,0.496,90.000
