,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.115,0.205,19.000
1,"(22, 27]",1.249,0.389,25.000
2,"(27, 32]",2.102,0.720,30.000
3,"(32, 37]",0.758,0.338,35.000
4,"(37, 42]",1.721,0.796,40.000
5,"(42, 47]",0.502,0.211,45.000
6,"(47, 52]",1.136,0.623,50.000
7,"(52, 57]",0.774,0.335,55.000
8,"(57, 62]",1.127,0.439,60.000
9,"(62, 67]",0.606,0.232,65.000
10,"(67, 72]",0.866,0.286,70.000
11,"(72, 77]",0.951,0.285,75.000
12,"(77, 82]",0.775,0.284,80.000
13,"(82, 87]",0.759,0.347,85.000
14,"(87, 92]",0.679,0.865,90.000
