,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.736,0.509,3.000
1,"(5, 10]",0.476,0.542,8.000
2,"(10, 15]",1.881,1.125,13.000
3,"(15, 20]",1.411,0.471,18.000
4,"(20, 25]",0.641,0.256,23.000
5,"(25, 30]",1.399,0.763,28.000
6,"(30, 35]",2.333,1.365,33.000
7,"(35, 40]",0.746,0.585,38.000
8,"(40, 45]",1.071,0.734,43.000
9,"(45, 50]",0.500,0.662,48.000
10,"(50, 55]",1.085,0.793,53.000
11,"(55, 60]",9.000,14.704,58.000
12,"(60, 65]",0.792,0.692,63.000
13,"(65, 70]",2.400,3.207,68.000
14,"(70, 75]",0.544,0.310,73.000
15,"(75, 80]",0.556,0.518,78.000
16,"(80, 85]",0.794,0.514,83.000
