,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.271,0.263,3.000
1,"(5, 10]",1.875,2.126,8.000
2,"(10, 15]",1.102,0.464,13.000
3,"(15, 20]",1.098,0.194,18.000
4,"(20, 25]",1.674,0.342,23.000
5,"(25, 30]",1.618,0.451,28.000
6,"(30, 35]",1.349,0.438,33.000
7,"(35, 40]",0.823,0.355,38.000
8,"(40, 45]",0.933,0.486,43.000
9,"(45, 50]",1.101,0.542,48.000
10,"(50, 55]",0.499,0.426,53.000
11,"(55, 60]",1.302,1.121,58.000
12,"(60, 65]",1.460,1.634,63.000
13,"(65, 70]",1.333,2.144,68.000
14,"(70, 75]",0.676,0.507,73.000
15,"(75, 80]",0.769,0.982,78.000
16,"(80, 85]",5.183,5.615,83.000
