,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.700,1.343,3.000
1,"(5, 10]",0.821,0.514,8.000
2,"(10, 15]",1.408,0.528,13.000
3,"(15, 20]",1.219,0.291,18.000
4,"(20, 25]",1.426,0.445,23.000
5,"(25, 30]",1.166,0.455,28.000
6,"(30, 35]",1.250,0.498,33.000
7,"(35, 40]",0.710,0.419,38.000
8,"(40, 45]",0.671,0.739,43.000
9,"(45, 50]",0.844,0.442,48.000
10,"(50, 55]",1.726,1.110,53.000
11,"(55, 60]",1.331,0.862,58.000
12,"(60, 65]",0.751,0.383,63.000
13,"(65, 70]",1.413,0.650,68.000
14,"(70, 75]",0.865,0.384,73.000
15,"(75, 80]",0.901,0.417,78.000
16,"(80, 85]",1.081,0.526,83.000
17,"(85, 90]",1.371,0.933,88.000
