,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.069,0.903,3.000
1,"(5, 10]",0.500,0.579,8.000
2,"(10, 15]",0.854,0.353,13.000
3,"(15, 20]",1.162,0.201,18.000
4,"(20, 25]",1.330,0.256,23.000
5,"(25, 30]",0.931,0.242,28.000
6,"(30, 35]",0.952,0.348,33.000
7,"(35, 40]",1.698,0.810,38.000
8,"(40, 45]",0.782,0.367,43.000
9,"(45, 50]",0.611,0.351,48.000
10,"(50, 55]",0.839,0.518,53.000
11,"(55, 60]",1.112,0.957,58.000
12,"(65, 70]",1.759,1.425,68.000
13,"(70, 75]",0.589,0.642,73.000
14,"(75, 80]",0.542,0.517,78.000
15,"(80, 85]",0.667,1.123,83.000
16,"(85, 90]",0.750,1.146,88.000
