,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.611,0.278,3.000
1,"(5, 10]",1.166,0.586,8.000
2,"(10, 15]",0.716,0.270,13.000
3,"(15, 20]",1.038,0.212,18.000
4,"(20, 25]",1.191,0.351,23.000
5,"(25, 30]",1.285,0.383,28.000
6,"(30, 35]",0.912,0.386,33.000
7,"(35, 40]",1.315,0.492,38.000
8,"(40, 45]",2.361,1.300,43.000
9,"(45, 50]",1.490,0.720,48.000
10,"(50, 55]",1.663,1.142,53.000
11,"(55, 60]",2.741,1.446,58.000
12,"(60, 65]",3.139,2.370,63.000
13,"(65, 70]",1.837,0.709,68.000
14,"(70, 75]",1.443,0.554,73.000
15,"(75, 80]",0.979,0.373,78.000
16,"(80, 85]",0.786,0.414,83.000
17,"(85, 90]",1.102,0.680,88.000
