,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.524,0.317,3.000
1,"(5, 10]",0.752,0.375,8.000
2,"(10, 15]",1.238,0.352,13.000
3,"(15, 20]",1.077,0.193,18.000
4,"(20, 25]",1.338,0.300,23.000
5,"(25, 30]",1.452,0.448,28.000
6,"(30, 35]",1.165,0.450,33.000
7,"(35, 40]",0.749,0.322,38.000
8,"(40, 45]",0.877,0.361,43.000
9,"(45, 50]",0.699,0.334,48.000
10,"(50, 55]",1.432,0.614,53.000
11,"(55, 60]",0.644,0.378,58.000
12,"(60, 65]",2.004,1.019,63.000
13,"(65, 70]",1.623,0.705,68.000
14,"(70, 75]",0.709,0.296,73.000
15,"(75, 80]",0.898,0.296,78.000
16,"(80, 85]",0.752,0.280,83.000
17,"(85, 90]",0.951,0.439,88.000
