,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.730,0.502,3.000
1,"(5, 10]",0.624,0.288,8.000
2,"(10, 15]",1.274,0.434,13.000
3,"(15, 20]",1.209,0.214,18.000
4,"(20, 25]",1.698,0.389,23.000
5,"(25, 30]",1.327,0.397,28.000
6,"(30, 35]",0.907,0.358,33.000
7,"(35, 40]",1.154,0.461,38.000
8,"(40, 45]",1.615,0.708,43.000
9,"(45, 50]",1.448,0.783,48.000
10,"(50, 55]",2.899,1.237,53.000
11,"(55, 60]",1.210,0.581,58.000
12,"(60, 65]",1.439,0.750,63.000
13,"(65, 70]",1.053,0.566,68.000
14,"(70, 75]",0.903,0.339,73.000
15,"(75, 80]",1.164,0.410,78.000
16,"(80, 85]",1.011,0.421,83.000
17,"(85, 90]",1.178,0.878,88.000
18,"(90, 95]",0.600,0.770,93.000
